,Patient,Gene1,Gene2,Edge,Curvature,Response
0,A549_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7063955176738986,0
1460,HOP62_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,1
1461,HOP62_LUNG,TET2,EBF1,TET2;EBF1,0.0,1
1462,HOP62_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,1
1463,HOP62_LUNG,KRT13,KRT4,KRT13;KRT4,0.0,1
1464,HOP62_LUNG,HRC,TRDN,HRC;TRDN,0.0,1
1465,HOP62_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,1
1466,HOP62_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,1
1467,HOP62_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,1
1468,HOP62_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,1
1469,HOP62_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,1
1470,HOP62_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,1
1471,HOP62_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,1
1472,HOP62_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,1
1473,HOP62_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,1
1474,HOP62_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,1
1475,HOP62_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,1
1476,HOP62_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,1
1477,HOP62_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,1
1478,HOP62_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,1
1479,HOP62_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,1
1480,HOP62_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,1
1481,HOP62_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,1
1482,HOP62_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,1
1483,HOP62_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,1
1484,HOP62_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,1
1485,HOP62_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,1
1486,HOP62_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,1
1487,HOP62_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,1
1488,LXF289_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7865278717193924,0
1489,LXF289_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
1490,LXF289_LUNG,CD2,CD7,CD2;CD7,0.0,0
1491,LXF289_LUNG,CD2,CD5,CD2;CD5,0.0,0
1492,LXF289_LUNG,CD5,CD7,CD5;CD7,0.0,0
1493,LXF289_LUNG,ANPEP,CD7,ANPEP;CD7,0.6576506544520347,0
1494,LXF289_LUNG,TGFB1,FN1,TGFB1;FN1,0.569174381350736,0
1495,LXF289_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,-0.8354574932916947,0
1496,LXF289_LUNG,FN1,VTN,FN1;VTN,0.0,0
1497,LXF289_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
1498,LXF289_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
1499,LXF289_LUNG,CALM3,DLG4,CALM3;DLG4,0.5336227740807571,0
1500,LXF289_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
1501,LXF289_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
1502,LXF289_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
1503,LXF289_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
1504,LXF289_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
1505,LXF289_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
1506,LXF289_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
1507,LXF289_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
1508,LXF289_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
1509,LXF289_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
1510,LXF289_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
1511,LXF289_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
1512,LXF289_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
1513,LXF289_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
1514,LXF289_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
1515,LXF289_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
1516,LXF289_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
1517,LXF289_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
1518,LXF289_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
1519,LXF289_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
1520,LXF289_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
1521,LXF289_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
1522,LXF289_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
1523,LXF289_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
1524,LXF289_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
1525,LXF289_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
1526,LXF289_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
1527,LXF289_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
1528,LXF289_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
1529,LXF289_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
1530,LXF289_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
1531,LXF289_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
1532,LXF289_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
1533,LXF289_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
1534,LXF289_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
1535,LXF289_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
1536,LXF289_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
1537,LXF289_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
1538,LXF289_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
1539,LXF289_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
1540,LXF289_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
1541,LXF289_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
1542,LXF289_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
1543,LXF289_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
1544,LXF289_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
1545,LXF289_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
1546,LXF289_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
1547,LXF289_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
1548,LXF289_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
1549,LXF289_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
1550,LXF289_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
1551,LXF289_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
1552,LXF289_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
1553,LXF289_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
1554,LXF289_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
1555,LXF289_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
1556,LXF289_LUNG,KRT13,KRT4,KRT13;KRT4,0.0,0
1557,LXF289_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
1558,LXF289_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
1559,LXF289_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
1560,LXF289_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
1561,LXF289_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
1562,LXF289_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
1563,LXF289_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
1564,LXF289_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
1565,LXF289_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
1566,LXF289_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
1567,LXF289_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
1568,LXF289_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
1569,LXF289_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
1570,LXF289_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
1571,LXF289_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
1572,LXF289_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
1573,LXF289_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
1574,LXF289_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
1575,LXF289_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
1576,LXF289_LUNG,SECTM1,CD7,SECTM1;CD7,0.2673825354106354,0
1577,LXF289_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
1578,LXF289_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
1579,LXF289_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
1580,LXF289_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
1581,MORCPR_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.8467224512859404,0
1582,MORCPR_LUNG,FLNA,HSPB7,FLNA;HSPB7,-9.315094712249563,0
1583,MORCPR_LUNG,CD2,CD7,CD2;CD7,0.0,0
1584,MORCPR_LUNG,CD2,CD5,CD2;CD5,0.0,0
1585,MORCPR_LUNG,CD5,CD7,CD5;CD7,0.0,0
1586,MORCPR_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
1587,MORCPR_LUNG,TGFB1,FN1,TGFB1;FN1,0.1756256852311755,0
1588,MORCPR_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.3976301754477325,0
1589,MORCPR_LUNG,FN1,VTN,FN1;VTN,0.0,0
1590,MORCPR_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
1591,MORCPR_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
1592,MORCPR_LUNG,CALM3,DLG4,CALM3;DLG4,0.7345821037900274,0
1593,MORCPR_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
1594,MORCPR_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
1595,MORCPR_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
1596,MORCPR_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
1597,MORCPR_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
1598,MORCPR_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
1599,MORCPR_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
1600,MORCPR_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
1601,MORCPR_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
1602,MORCPR_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
1603,MORCPR_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
1604,MORCPR_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
1605,MORCPR_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
1606,MORCPR_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
1607,MORCPR_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
1608,MORCPR_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
1609,MORCPR_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
1610,MORCPR_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
1611,MORCPR_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
1612,MORCPR_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
1613,MORCPR_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
1614,MORCPR_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
1615,MORCPR_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
1616,MORCPR_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
1617,MORCPR_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
1618,MORCPR_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
1619,MORCPR_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
1620,MORCPR_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
1621,MORCPR_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
1622,MORCPR_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
1623,MORCPR_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
1624,MORCPR_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
1625,MORCPR_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
1626,MORCPR_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
1627,MORCPR_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
1628,MORCPR_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
1629,MORCPR_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
1630,MORCPR_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
1631,MORCPR_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
1632,MORCPR_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
1633,MORCPR_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
1634,MORCPR_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
1635,MORCPR_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
1636,MORCPR_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
1637,MORCPR_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
1638,MORCPR_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
1639,MORCPR_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
1640,MORCPR_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
1641,MORCPR_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
1642,MORCPR_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
1643,MORCPR_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
1644,MORCPR_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
1645,MORCPR_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
1646,MORCPR_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
1647,MORCPR_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
1648,MORCPR_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
1649,MORCPR_LUNG,KRT13,KRT4,KRT13;KRT4,0.0,0
1650,MORCPR_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
1651,MORCPR_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
1652,MORCPR_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
1653,MORCPR_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
1654,MORCPR_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
1655,MORCPR_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
1656,MORCPR_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
1657,MORCPR_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
1658,MORCPR_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
1659,MORCPR_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
1660,MORCPR_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
1661,MORCPR_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
1662,MORCPR_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
1663,MORCPR_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
1664,MORCPR_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
1665,MORCPR_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
1666,MORCPR_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
1667,MORCPR_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
1668,MORCPR_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
1669,MORCPR_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,0
1670,MORCPR_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
1671,MORCPR_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
1672,MORCPR_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
1673,MORCPR_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
1674,PC14_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.827979773697637,0
1675,PC14_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
1676,PC14_LUNG,CD2,CD7,CD2;CD7,0.0,0
1677,PC14_LUNG,CD2,CD5,CD2;CD5,0.0,0
1678,PC14_LUNG,CD5,CD7,CD5;CD7,0.0,0
1679,PC14_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
1680,PC14_LUNG,TGFB1,FN1,TGFB1;FN1,0.6783087492088797,0
1681,PC14_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
1682,PC14_LUNG,FN1,VTN,FN1;VTN,0.0,0
1683,PC14_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
1684,PC14_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
1685,PC14_LUNG,CALM3,DLG4,CALM3;DLG4,0.7998277954315479,0
1686,PC14_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
1687,PC14_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
1688,PC14_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
1689,PC14_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
1690,PC14_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
1691,PC14_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
1692,PC14_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
1693,PC14_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
1694,PC14_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
1695,PC14_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
1696,PC14_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
1697,PC14_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
1698,PC14_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
1699,PC14_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
1700,PC14_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
1701,PC14_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
1702,PC14_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
1703,PC14_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
1704,PC14_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
1705,PC14_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
1706,PC14_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
1707,PC14_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
1708,PC14_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
1709,PC14_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
1710,PC14_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
1711,PC14_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
1712,PC14_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
1713,PC14_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
1714,PC14_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
1715,PC14_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
1716,PC14_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
1717,PC14_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
1718,PC14_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
1719,PC14_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
1720,PC14_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
1721,PC14_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
1722,PC14_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
1723,PC14_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
1724,PC14_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
1725,PC14_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
1726,PC14_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
1727,PC14_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
1728,PC14_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
1729,PC14_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
1730,PC14_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
1731,PC14_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
1732,PC14_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
1733,PC14_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
1734,PC14_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
1735,PC14_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
1736,PC14_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,1.0,0
1737,PC14_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
1738,PC14_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
1739,PC14_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
1740,PC14_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
1741,PC14_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
1742,PC14_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
1743,PC14_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
1744,PC14_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
1745,PC14_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
1746,PC14_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
1747,PC14_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
1748,PC14_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
1749,PC14_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
1750,PC14_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
1751,PC14_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
1752,PC14_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
1753,PC14_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
1754,PC14_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
1755,PC14_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
1756,PC14_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
1757,PC14_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
1758,PC14_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
1759,PC14_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
1760,PC14_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
1761,PC14_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
1762,PC14_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,0
1763,PC14_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
1764,PC14_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
1765,PC14_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
1766,PC14_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
1767,RERFLCAD1_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.5545394070526277,0
1768,RERFLCAD1_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
1769,RERFLCAD1_LUNG,CD2,CD7,CD2;CD7,0.0,0
1770,RERFLCAD1_LUNG,CD2,CD5,CD2;CD5,0.0,0
1771,RERFLCAD1_LUNG,CD5,CD7,CD5;CD7,0.0,0
1772,RERFLCAD1_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
1773,RERFLCAD1_LUNG,TGFB1,FN1,TGFB1;FN1,0.6668377556738678,0
1774,RERFLCAD1_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
1775,RERFLCAD1_LUNG,FN1,VTN,FN1;VTN,0.0,0
1776,RERFLCAD1_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
1777,RERFLCAD1_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
1778,RERFLCAD1_LUNG,CALM3,DLG4,CALM3;DLG4,0.6066213752116245,0
1779,RERFLCAD1_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
1780,RERFLCAD1_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
1781,RERFLCAD1_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
1782,RERFLCAD1_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
1783,RERFLCAD1_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
1784,RERFLCAD1_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
1785,RERFLCAD1_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
1786,RERFLCAD1_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
1787,RERFLCAD1_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
1788,RERFLCAD1_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
1789,RERFLCAD1_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
1790,RERFLCAD1_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
1791,RERFLCAD1_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
1792,RERFLCAD1_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
1793,RERFLCAD1_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
1794,RERFLCAD1_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
1795,RERFLCAD1_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
1796,RERFLCAD1_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
1797,RERFLCAD1_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
1798,RERFLCAD1_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
1799,RERFLCAD1_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
1800,RERFLCAD1_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
1801,RERFLCAD1_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
1802,RERFLCAD1_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
1803,RERFLCAD1_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
